2025-03-30 18:49:39 us=115977 DEPRECATED OPTION: --cipher set to 'AES-256-CBC' but missing in --data-ciphers (AES-256-GCM:AES-128-GCM:CHACHA20-POLY1305). OpenVPN ignores --cipher for cipher negotiations. 
2025-03-30 18:49:39 us=117053 Note: Kernel support for ovpn-dco missing, disabling data channel offload.
2025-03-30 18:49:39 us=117070 WARNING: file '/usr/local/cyberghost/certs/openvpn/client.key' is group or others accessible
2025-03-30 18:49:39 us=117078 Current Parameter Settings:
2025-03-30 18:49:39 us=117082   config = '[UNDEF]'
2025-03-30 18:49:39 us=117085   mode = 0
2025-03-30 18:49:39 us=117088   persist_config = DISABLED
2025-03-30 18:49:39 us=117092   persist_mode = 1
2025-03-30 18:49:39 us=117095   show_ciphers = DISABLED
2025-03-30 18:49:39 us=117098   show_digests = DISABLED
2025-03-30 18:49:39 us=117101   show_engines = DISABLED
2025-03-30 18:49:39 us=117104   genkey = DISABLED
2025-03-30 18:49:39 us=117107   genkey_filename = '[UNDEF]'
2025-03-30 18:49:39 us=117110   key_pass_file = '[UNDEF]'
2025-03-30 18:49:39 us=117113   show_tls_ciphers = DISABLED
2025-03-30 18:49:39 us=117116   connect_retry_max = 0
2025-03-30 18:49:39 us=117119 Connection profiles [0]:
2025-03-30 18:49:39 us=117122   proto = tcp-client
2025-03-30 18:49:39 us=117125   local = '[UNDEF]'
2025-03-30 18:49:39 us=117128   local_port = '[UNDEF]'
2025-03-30 18:49:39 us=117131   remote = 'chicago-s404-i10.cg-dialup.net'
2025-03-30 18:49:39 us=117134   remote_port = '443'
2025-03-30 18:49:39 us=117137   remote_float = DISABLED
2025-03-30 18:49:39 us=117140   bind_defined = DISABLED
2025-03-30 18:49:39 us=117143   bind_local = DISABLED
2025-03-30 18:49:39 us=117146   bind_ipv6_only = DISABLED
2025-03-30 18:49:39 us=117149   connect_retry_seconds = 1
2025-03-30 18:49:39 us=117152   connect_timeout = 120
2025-03-30 18:49:39 us=117155   socks_proxy_server = '[UNDEF]'
2025-03-30 18:49:39 us=117158   socks_proxy_port = '[UNDEF]'
2025-03-30 18:49:39 us=117161   tun_mtu = 1500
2025-03-30 18:49:39 us=117164   tun_mtu_defined = ENABLED
2025-03-30 18:49:39 us=117167   link_mtu = 1500
2025-03-30 18:49:39 us=117170   link_mtu_defined = DISABLED
2025-03-30 18:49:39 us=117172   tun_mtu_extra = 0
2025-03-30 18:49:39 us=117175   tun_mtu_extra_defined = DISABLED
2025-03-30 18:49:39 us=117178   tls_mtu = 1250
2025-03-30 18:49:39 us=117181   mtu_discover_type = -1
2025-03-30 18:49:39 us=117184   fragment = 0
2025-03-30 18:49:39 us=117187   mssfix = 1492
2025-03-30 18:49:39 us=117190   mssfix_encap = ENABLED
2025-03-30 18:49:39 us=117193   mssfix_fixed = DISABLED
2025-03-30 18:49:39 us=117196   explicit_exit_notification = 0
2025-03-30 18:49:39 us=117199   tls_auth_file = '[UNDEF]'
2025-03-30 18:49:39 us=117202   key_direction = not set
2025-03-30 18:49:39 us=117205   tls_crypt_file = '[UNDEF]'
2025-03-30 18:49:39 us=117208   tls_crypt_v2_file = '[UNDEF]'
2025-03-30 18:49:39 us=117211 Connection profiles END
2025-03-30 18:49:39 us=117214   remote_random = DISABLED
2025-03-30 18:49:39 us=117217   ipchange = '[UNDEF]'
2025-03-30 18:49:39 us=117220   dev = 'tun'
2025-03-30 18:49:39 us=117223   dev_type = '[UNDEF]'
2025-03-30 18:49:39 us=117226   dev_node = '[UNDEF]'
2025-03-30 18:49:39 us=117229   tuntap_options.disable_dco = ENABLED
2025-03-30 18:49:39 us=117232   lladdr = '[UNDEF]'
2025-03-30 18:49:39 us=117235   topology = 1
2025-03-30 18:49:39 us=117237   ifconfig_local = '[UNDEF]'
2025-03-30 18:49:39 us=117240   ifconfig_remote_netmask = '[UNDEF]'
2025-03-30 18:49:39 us=117243   ifconfig_noexec = DISABLED
2025-03-30 18:49:39 us=117246   ifconfig_nowarn = DISABLED
2025-03-30 18:49:39 us=117249   ifconfig_ipv6_local = '[UNDEF]'
2025-03-30 18:49:39 us=117252   ifconfig_ipv6_netbits = 0
2025-03-30 18:49:39 us=117255   ifconfig_ipv6_remote = '[UNDEF]'
2025-03-30 18:49:39 us=117258   shaper = 0
2025-03-30 18:49:39 us=117261   mtu_test = 0
2025-03-30 18:49:39 us=117264   mlock = DISABLED
2025-03-30 18:49:39 us=117267   keepalive_ping = 0
2025-03-30 18:49:39 us=117270   keepalive_timeout = 0
2025-03-30 18:49:39 us=117273   inactivity_timeout = 0
2025-03-30 18:49:39 us=117276   session_timeout = 0
2025-03-30 18:49:39 us=117284   inactivity_minimum_bytes = 0
2025-03-30 18:49:39 us=117289   ping_send_timeout = 15
2025-03-30 18:49:39 us=117293   ping_rec_timeout = 60
2025-03-30 18:49:39 us=117296   ping_rec_timeout_action = 2
2025-03-30 18:49:39 us=117299   ping_timer_remote = DISABLED
2025-03-30 18:49:39 us=117302   remap_sigusr1 = 0
2025-03-30 18:49:39 us=117305   persist_tun = ENABLED
2025-03-30 18:49:39 us=117308   persist_local_ip = DISABLED
2025-03-30 18:49:39 us=117311   persist_remote_ip = DISABLED
2025-03-30 18:49:39 us=117314   persist_key = ENABLED
2025-03-30 18:49:39 us=117317   passtos = DISABLED
2025-03-30 18:49:39 us=117320   resolve_retry_seconds = 1000000000
2025-03-30 18:49:39 us=117323   resolve_in_advance = DISABLED
2025-03-30 18:49:39 us=117326   username = '[UNDEF]'
2025-03-30 18:49:39 us=117329   groupname = '[UNDEF]'
2025-03-30 18:49:39 us=117332   chroot_dir = '[UNDEF]'
2025-03-30 18:49:39 us=117335   cd_dir = '[UNDEF]'
2025-03-30 18:49:39 us=117338   writepid = '[UNDEF]'
2025-03-30 18:49:39 us=117341   up_script = '/usr/local/cyberghost/update-systemd-resolved'
2025-03-30 18:49:39 us=117344   down_script = '/usr/local/cyberghost/update-systemd-resolved'
2025-03-30 18:49:39 us=117347   down_pre = ENABLED
2025-03-30 18:49:39 us=117351   up_restart = ENABLED
2025-03-30 18:49:39 us=117354   up_delay = DISABLED
2025-03-30 18:49:39 us=117357   daemon = ENABLED
2025-03-30 18:49:39 us=117360   log = ENABLED
2025-03-30 18:49:39 us=117363   suppress_timestamps = DISABLED
2025-03-30 18:49:39 us=117366   machine_readable_output = DISABLED
2025-03-30 18:49:39 us=117369   nice = 0
2025-03-30 18:49:39 us=117372   verbosity = 4
2025-03-30 18:49:39 us=117375   mute = 0
2025-03-30 18:49:39 us=117378   gremlin = 0
2025-03-30 18:49:39 us=117381   status_file = '[UNDEF]'
2025-03-30 18:49:39 us=117384   status_file_version = 1
2025-03-30 18:49:39 us=117387   status_file_update_freq = 60
2025-03-30 18:49:39 us=117390   occ = ENABLED
2025-03-30 18:49:39 us=117393   rcvbuf = 0
2025-03-30 18:49:39 us=117396   sndbuf = 0
2025-03-30 18:49:39 us=117399   mark = 0
2025-03-30 18:49:39 us=117402   sockflags = 0
2025-03-30 18:49:39 us=117405   fast_io = DISABLED
2025-03-30 18:49:39 us=117408   comp.alg = 0
2025-03-30 18:49:39 us=117411   comp.flags = 24
2025-03-30 18:49:39 us=117414   route_script = '[UNDEF]'
2025-03-30 18:49:39 us=117417   route_default_gateway = '[UNDEF]'
2025-03-30 18:49:39 us=117420   route_default_metric = 0
2025-03-30 18:49:39 us=117423   route_noexec = DISABLED
2025-03-30 18:49:39 us=117426   route_delay = 5
2025-03-30 18:49:39 us=117429   route_delay_window = 20
2025-03-30 18:49:39 us=117432   route_delay_defined = ENABLED
2025-03-30 18:49:39 us=117439   route_nopull = DISABLED
2025-03-30 18:49:39 us=117442   route_gateway_via_dhcp = DISABLED
2025-03-30 18:49:39 us=117445   allow_pull_fqdn = DISABLED
2025-03-30 18:49:39 us=117448   management_addr = '[UNDEF]'
2025-03-30 18:49:39 us=117451   management_port = '[UNDEF]'
2025-03-30 18:49:39 us=117454   management_user_pass = '[UNDEF]'
2025-03-30 18:49:39 us=117457   management_log_history_cache = 250
2025-03-30 18:49:39 us=117460   management_echo_buffer_size = 100
2025-03-30 18:49:39 us=117463   management_client_user = '[UNDEF]'
2025-03-30 18:49:39 us=117466   management_client_group = '[UNDEF]'
2025-03-30 18:49:39 us=117469   management_flags = 0
2025-03-30 18:49:39 us=117472   shared_secret_file = '[UNDEF]'
2025-03-30 18:49:39 us=117475   key_direction = not set
2025-03-30 18:49:39 us=117478   ciphername = 'AES-256-CBC'
2025-03-30 18:49:39 us=117481   ncp_ciphers = 'AES-256-GCM:AES-128-GCM:CHACHA20-POLY1305'
2025-03-30 18:49:39 us=117484   authname = 'SHA256'
2025-03-30 18:49:39 us=117487   engine = DISABLED
2025-03-30 18:49:39 us=117490   replay = ENABLED
2025-03-30 18:49:39 us=117493   mute_replay_warnings = ENABLED
2025-03-30 18:49:39 us=117496   replay_window = 64
2025-03-30 18:49:39 us=117499   replay_time = 15
2025-03-30 18:49:39 us=117502   packet_id_file = '[UNDEF]'
2025-03-30 18:49:39 us=117505   test_crypto = DISABLED
2025-03-30 18:49:39 us=117510   tls_server = DISABLED
2025-03-30 18:49:39 us=117515   tls_client = ENABLED
2025-03-30 18:49:39 us=117518   ca_file = '/usr/local/cyberghost/certs/openvpn/ca.crt'
2025-03-30 18:49:39 us=117521   ca_path = '[UNDEF]'
2025-03-30 18:49:39 us=117525   dh_file = '[UNDEF]'
2025-03-30 18:49:39 us=117528   cert_file = '/usr/local/cyberghost/certs/openvpn/client.crt'
2025-03-30 18:49:39 us=117531   extra_certs_file = '[UNDEF]'
2025-03-30 18:49:39 us=117534   priv_key_file = '/usr/local/cyberghost/certs/openvpn/client.key'
2025-03-30 18:49:39 us=117537   pkcs12_file = '[UNDEF]'
2025-03-30 18:49:39 us=117540   cipher_list = '[UNDEF]'
2025-03-30 18:49:39 us=117543   cipher_list_tls13 = '[UNDEF]'
2025-03-30 18:49:39 us=117546   tls_cert_profile = '[UNDEF]'
2025-03-30 18:49:39 us=117549   tls_verify = '[UNDEF]'
2025-03-30 18:49:39 us=117552   tls_export_peer_cert_dir = '[UNDEF]'
2025-03-30 18:49:39 us=117555   verify_x509_type = 0
2025-03-30 18:49:39 us=117558   verify_x509_name = '[UNDEF]'
2025-03-30 18:49:39 us=117561   crl_file = '[UNDEF]'
2025-03-30 18:49:39 us=117564   ns_cert_type = 0
2025-03-30 18:49:39 us=117567   remote_cert_ku[i] = 65535
2025-03-30 18:49:39 us=117570   remote_cert_ku[i] = 0
2025-03-30 18:49:39 us=117573   remote_cert_ku[i] = 0
2025-03-30 18:49:39 us=117576   remote_cert_ku[i] = 0
2025-03-30 18:49:39 us=117579   remote_cert_ku[i] = 0
