2025-03-24 09:30:53 us=365953 DEPRECATED OPTION: --cipher set to 'AES-256-CBC' but missing in --data-ciphers (AES-256-GCM:AES-128-GCM:CHACHA20-POLY1305). OpenVPN ignores --cipher for cipher negotiations. 
2025-03-24 09:30:53 us=367265 Note: Kernel support for ovpn-dco missing, disabling data channel offload.
2025-03-24 09:30:53 us=367278 WARNING: file '/usr/local/cyberghost/certs/openvpn/client.key' is group or others accessible
2025-03-24 09:30:53 us=367286 Current Parameter Settings:
2025-03-24 09:30:53 us=367289   config = '[UNDEF]'
2025-03-24 09:30:53 us=368030   cf_initial_max = 100
2025-03-24 09:30:53 us=368032   cf_initial_per = 10
2025-03-24 09:30:53 us=368035   max_clients = 1024
2025-03-24 09:30:53 us=368037   max_routes_per_client = 256
2025-03-24 09:30:53 us=368040   auth_user_pass_verify_script = '[UNDEF]'
2025-03-24 09:30:53 us=368042   auth_user_pass_verify_script_via_file = DISABLED
2025-03-24 09:30:53 us=368045   auth_token_generate = DISABLED
2025-03-24 09:30:53 us=368048   force_key_material_export = DISABLED
2025-03-24 09:30:53 us=368050   auth_token_lifetime = 0
2025-03-24 09:30:53 us=368053   auth_token_secret_file = '[UNDEF]'
2025-03-24 09:30:53 us=368055   port_share_host = '[UNDEF]'
2025-03-24 09:30:53 us=368058   port_share_port = '[UNDEF]'
2025-03-24 09:30:53 us=368060   vlan_tagging = DISABLED
2025-03-24 09:30:53 us=368063   vlan_accept = all
2025-03-24 09:30:53 us=368065   vlan_pvid = 1
2025-03-24 09:30:53 us=368068   client = ENABLED
2025-03-24 09:30:53 us=368070   pull = ENABLED
2025-03-24 09:30:53 us=368073   auth_user_pass_file = '/home/b14ckr41n/.cyberghost/openvpn/auth'
2025-03-24 09:30:53 us=368076 OpenVPN 2.6.13 [git:makepkg/5662b3a8eb9e5744+] x86_64-pc-linux-gnu [SSL (OpenSSL)] [LZO] [LZ4] [EPOLL] [PKCS11] [MH/PKTINFO] [AEAD] [DCO] built on Jan 15 2025
2025-03-24 09:30:53 us=368082 library versions: OpenSSL 3.4.1 11 Feb 2025, LZO 2.10
2025-03-24 09:30:53 us=368087 DCO version: N/A
2025-03-24 09:30:53 us=368384 NOTE: the current --script-security setting may allow this configuration to call user-defined scripts
2025-03-24 09:30:53 us=369379 Control Channel MTU parms [ mss_fix:0 max_frag:0 tun_mtu:1250 tun_max_mtu:0 headroom:126 payload:1600 tailroom:126 ET:0 ]
2025-03-24 09:31:00 us=786605 Data Channel MTU parms [ mss_fix:0 max_frag:0 tun_mtu:1500 tun_max_mtu:1600 headroom:136 payload:1768 tailroom:562 ET:0 ]
2025-03-24 09:31:00 us=786809 TCP/UDP: Preserving recently used remote address: [AF_INET]154.16.105.12:443
2025-03-24 09:31:00 us=786856 Socket Buffers: R=[1048576->1048576] S=[1048576->1048576]
2025-03-24 09:31:00 us=786874 UDPv4 link local: (not bound)
2025-03-24 09:31:00 us=786889 UDPv4 link remote: [AF_INET]154.16.105.12:443
2025-03-24 09:31:00 us=855457 TLS: Initial packet from [AF_INET]154.16.105.12:443, sid=663bda84 3583d331
2025-03-24 09:31:00 us=855625 WARNING: this configuration may cache passwords in memory -- use the auth-nocache option to prevent this
2025-03-24 09:31:00 us=951938 VERIFY OK: depth=1, C=RO, L=Bucharest, O=CyberGhost S.A., CN=CyberGhost Root CA, emailAddress=info@cyberghost.ro
2025-03-24 09:31:00 us=952425 VERIFY KU OK
2025-03-24 09:31:00 us=952449 Validating certificate extended key usage
2025-03-24 09:31:00 us=952463 ++ Certificate has EKU (str) TLS Web Server Authentication, expects TLS Web Server Authentication
2025-03-24 09:31:00 us=952475 VERIFY EKU OK
2025-03-24 09:31:00 us=952487 VERIFY OK: depth=0, CN=lasvegas-rack411.nodes.gen4.ninja
2025-03-24 09:31:01 us=188812 Control Channel: TLSv1.3, cipher TLSv1.3 TLS_AES_256_GCM_SHA384, peer certificate: 4096 bits RSA, signature: RSA-SHA256, peer temporary key: 253 bits X25519
2025-03-24 09:31:01 us=188923 [lasvegas-rack411.nodes.gen4.ninja] Peer Connection Initiated with [AF_INET]154.16.105.12:443
2025-03-24 09:31:01 us=188956 TLS: move_session: dest=TM_ACTIVE src=TM_INITIAL reinit_src=1
2025-03-24 09:31:01 us=189046 TLS: tls_multi_process: initial untrusted session promoted to trusted
2025-03-24 09:31:01 us=253702 PUSH: Received control message: 'PUSH_REPLY,redirect-gateway def1,route-ipv6 2000::/3,dhcp-option DNS 10.0.0.243,route-gateway 10.3.4.1,topology subnet,ping 10,ping-restart 60,ifconfig 10.3.4.38 255.255.255.0,peer-id 2,cipher AES-128-GCM'
2025-03-24 09:31:01 us=253972 OPTIONS IMPORT: --ifconfig/up options modified
2025-03-24 09:31:01 us=253994 OPTIONS IMPORT: route options modified
2025-03-24 09:31:01 us=254006 OPTIONS IMPORT: route-related options modified
2025-03-24 09:31:01 us=254033 OPTIONS IMPORT: --ip-win32 and/or --dhcp-option options modified
2025-03-24 09:31:01 us=254080 net_route_v4_best_gw query: dst 0.0.0.0
2025-03-24 09:31:01 us=254216 net_route_v4_best_gw result: via 192.168.12.1 dev eno1
2025-03-24 09:31:01 us=254264 ROUTE_GATEWAY 192.168.12.1/255.255.255.0 IFACE=eno1 HWADDR=08:bf:b8:31:cf:49
2025-03-24 09:31:01 us=254282 GDG6: remote_host_ipv6=n/a
2025-03-24 09:31:01 us=254300 net_route_v6_best_gw query: dst ::
2025-03-24 09:31:01 us=254350 net_route_v6_best_gw result: via fe80::aedf:9fff:fe43:9e24 dev eno1
2025-03-24 09:31:01 us=254414 ROUTE6_GATEWAY fe80::aedf:9fff:fe43:9e24 IFACE=eno1
2025-03-24 09:31:01 us=259377 ERROR: Cannot open TUN/TAP dev /dev/net/tun: No such device (errno=19)
2025-03-24 09:31:01 us=259437 Exiting due to fatal error
